15	6
15	23
15	10
15	2
15	33
15	20
15	37
15	39
15	35
15	24
15	9
15	13
15	31
15	12
15	25
15	21
15	3
15	5
15	14
15	8
15	27
15	34
15	32
16	14
16	32
16	5
16	6
16	37
16	9
16	21
16	23
16	20
16	4
16	39
16	10
16	15
16	40
16	35
16	22
16	3
16	31
16	27
16	25
16	24
16	36
16	8
16	29
16	2
16	26
16	16
16	34
16	11
16	30
16	33
16	7
16	13
16	28
16	12
16	19
16	38
16	1
17	8
17	10
17	39
17	1
17	25
17	34
17	2
17	40
17	6
17	23
17	9
17	15
17	26
17	19
17	29
17	31
17	16
17	27
17	24
17	33
17	28
17	32
17	13
17	7
17	30
17	4
17	36
17	35
17	20
17	3
17	12
17	21
17	14
17	5
17	11
17	37
17	22
17	38
18	25
18	10
18	16
18	3
18	14
18	9
18	11
18	39
18	13
18	37
18	5
18	33
18	12
18	7
18	26
18	15
18	4
18	19
18	27
18	31
18	2
18	1
18	36
18	6
18	24
18	22
18	29
18	21
18	8
18	32
18	35
18	28
18	40
18	34
18	30
18	38
18	20
18	23
19	38
19	20
19	16
19	22
19	3
19	37
19	11
19	10
19	14
19	36
19	6
19	23
19	21
19	32
19	28
19	29
19	5
19	4
19	34
19	30
19	39
19	26
19	9
19	35
19	31
19	1
19	40
19	24
19	25
19	13
19	15
19	2
19	12
19	27
19	19
19	7
19	33
19	8
20	15
20	9
20	1
20	10
20	26
20	16
20	25
20	36
20	21
20	39
20	4
20	31
20	20
20	5
20	28
20	40
20	37
20	33
20	2
20	29
20	19
20	24
20	32
20	23
20	13
20	22
20	35
20	30
20	7
20	38
20	3
20	34
20	6
20	12
20	8
20	14
20	11
20	27
21	3
21	19
21	1
21	36
21	13
21	32
21	39
21	29
21	12
21	22
21	35
21	33
21	2
21	15
21	21
21	14
21	23
21	38
21	7
21	16
21	8
21	6
21	34
21	10
21	40
21	4
21	30
21	27
21	24
21	5
21	37
21	9
21	31
21	28
21	26
21	20
21	11
21	25
22	7
22	21
22	11
22	6
22	32
22	16
22	31
22	30
22	12
22	15
22	28
22	38
22	22
22	37
22	13
22	1
22	14
22	34
22	4
22	8
22	36
22	39
22	19
22	27
22	26
22	24
22	3
22	9
22	20
22	5
22	40
22	23
22	29
22	10
22	33
22	2
22	25
22	35
23	6
23	22
23	9
23	5
23	35
23	25
23	20
23	10
23	31
23	33
23	14
23	28
23	40
23	39
23	38
23	21
23	29
23	3
23	27
23	36
23	23
23	13
23	26
23	12
23	30
23	15
23	32
23	4
23	19
23	11
23	1
23	7
23	2
23	37
23	24
23	8
23	16
23	34
24	19
24	23
24	20
24	22
24	27
24	30
24	6
24	26
24	21
24	2
24	31
24	16
24	5
24	3
24	9
24	28
24	7
24	29
24	10
24	4
24	32
24	1
24	33
24	36
24	37
24	24
24	12
24	38
24	15
24	25
24	39
24	8
24	40
24	34
24	11
24	35
24	13
24	14
25	24
25	28
25	30
25	38
25	9
25	6
25	23
25	4
25	37
25	20
25	5
25	22
25	34
25	32
25	8
25	25
25	7
25	2
25	33
25	1
25	39
25	36
25	14
25	12
25	21
25	40
25	19
25	15
25	27
25	35
25	31
25	29
25	3
25	13
25	26
25	11
25	10
25	16
26	40
26	11
26	10
26	27
26	9
26	32
26	36
26	5
26	29
26	7
26	22
26	12
26	31
26	23
26	37
26	28
26	25
26	30
26	16
26	8
26	33
26	24
26	35
26	6
26	21
26	26
26	39
26	15
26	34
26	14
26	13
26	3
26	20
26	38
26	19
26	2
26	1
26	4
27	11
27	33
27	38
27	22
27	7
27	6
27	14
27	32
27	10
27	8
27	4
27	16
27	5
27	37
27	13
27	28
27	23
27	31
27	26
27	36
27	3
27	21
27	35
27	40
27	2
27	9
27	20
27	34
27	19
27	39
27	15
27	27
27	1
27	12
27	25
27	30
27	29
27	24
28	12
28	34
28	2
28	7
28	21
28	22
28	32
28	33
28	15
28	30
28	35
28	3
28	24
28	1
28	38
28	11
28	6
28	9
28	37
28	16
28	4
28	26
28	25
28	14
28	23
28	8
28	10
28	27
28	20
28	13
28	31
28	39
28	40
28	5
28	29
28	19
28	28
28	36
29	6
29	25
29	8
29	5
29	37
29	3
29	12
29	39
29	19
29	11
29	32
29	13
29	2
29	21
29	22
29	14
29	31
29	33
29	10
29	7
29	23
29	1
29	28
29	36
29	9
29	35
29	27
29	29
29	16
29	4
29	26
29	20
29	24
29	30
29	38
29	15
29	34
29	40
30	24
30	25
30	13
30	37
30	14
30	39
30	1
30	20
30	23
30	21
30	12
30	35
30	11
30	2
30	26
30	5
30	4
30	34
30	19
30	6
30	8
30	3
30	15
30	33
30	30
30	22
30	16
30	7
30	28
30	32
30	10
30	40
30	29
30	36
30	9
30	27
30	38
30	31
31	19
31	13
31	34
31	2
31	27
31	11
31	28
31	26
31	21
31	1
31	29
31	32
31	39
31	24
31	40
31	30
31	37
31	36
31	38
31	6
31	7
31	25
31	20
31	16
31	33
31	35
31	22
31	9
31	8
31	4
31	10
31	5
31	3
31	23
31	31
31	15
31	12
31	14
32	28
32	32
32	14
32	13
32	9
32	15
32	33
32	2
32	8
32	37
32	16
32	21
32	24
32	22
32	6
32	35
32	12
32	4
32	39
32	11
32	30
32	40
32	20
32	36
32	34
32	5
32	27
32	31
32	19
32	38
32	29
32	26
32	7
32	23
32	1
32	3
32	25
32	10
